ContractID,RenewalDate,NewRateVersionID,WellnessDiscountPct,FinalPremium
56284,2026-02-08,6,0.00,970.64
5223,2025-02-10,5,0.00,2636.37
5223,2026-02-10,6,15.00,2240.92
36438,2023-09-01,3,0.00,691.22
36438,2024-09-01,4,0.00,691.22
36438,2025-09-01,5,0.00,691.22
18456,2022-06-14,2,0.00,860.98
18456,2023-06-14,3,0.00,860.98
18456,2024-06-14,4,0.00,860.98
18456,2025-06-14,5,0.00,860.98
18456,2026-06-14,6,11.43,762.57
7755,2024-04-02,4,0.00,2049.56
7755,2025-04-02,5,0.00,2049.56
7755,2026-04-02,6,15.00,1742.12
33462,2023-07-25,3,0.00,1193.88
33462,2024-07-25,4,0.00,1193.88
33462,2025-07-25,5,0.00,1193.88
20896,2025-06-12,5,0.00,1776.46
20896,2026-06-12,6,15.00,1509.99
41261,2023-10-05,3,0.00,608.69
41261,2024-10-05,4,0.00,608.69
41261,2025-10-05,5,0.00,608.69
22230,2025-11-23,5,0.00,557.08
30127,2024-12-15,4,0.00,2277.66
30127,2025-12-15,5,0.00,2277.66
58650,2024-11-22,4,0.00,1072.67
58650,2025-11-22,5,0.00,1072.67
14359,2025-04-22,5,0.00,1045.48
14359,2026-04-22,6,0.00,1045.48
40040,2022-12-12,2,0.00,577.13
40040,2023-12-12,3,0.00,577.13
40040,2024-12-12,4,0.00,577.13
40040,2025-12-12,5,0.00,577.13
12996,2025-12-08,5,0.00,577.50
45417,2024-12-04,4,0.00,1216.27
45417,2025-12-04,5,0.00,1216.27
9842,2023-06-24,3,0.00,1177.91
9842,2024-06-24,4,0.00,1177.91
9842,2025-06-24,5,0.00,1177.91
9842,2026-06-24,6,0.00,1177.91
28612,2025-12-03,5,0.00,492.96
14015,2022-11-10,2,0.00,1655.89
14015,2023-11-10,3,0.00,1655.89
14015,2024-11-10,4,0.00,1655.89
14015,2025-11-10,5,0.00,1655.89
49057,2026-03-07,6,0.00,2559.77
4832,2025-03-12,5,0.00,651.23
4832,2026-03-12,6,0.00,651.23
28934,2023-03-20,3,0.00,723.89
28934,2024-03-20,4,0.00,723.89
28934,2025-03-20,5,0.00,723.89
28934,2026-03-20,6,0.00,723.89
24383,2024-10-20,4,0.00,1276.19
24383,2025-10-20,5,0.00,1276.19
51848,2025-07-18,5,0.00,1409.88
35743,2022-03-11,2,0.00,1327.00
35743,2023-03-11,3,0.00,1327.00
35743,2024-03-11,4,0.00,1327.00
35743,2025-03-11,5,0.00,1327.00
35743,2026-03-11,6,0.00,1327.00
33670,2022-12-31,2,0.00,2443.60
33670,2023-12-31,3,0.00,2443.60
33670,2024-12-31,4,0.00,2443.60
33670,2025-12-31,5,10.37,2190.20
43468,2025-09-02,5,0.00,2346.64
36986,2023-12-29,3,0.00,2761.76
36986,2024-12-29,4,0.00,2761.76
36986,2025-12-29,5,0.00,2761.76
58724,2026-01-26,6,0.00,1737.59
57445,2025-05-30,5,0.00,1049.43
57445,2026-05-30,6,0.00,1049.43
46410,2026-02-14,6,11.39,970.47
3365,2026-02-17,6,0.00,2491.32
28508,2024-12-30,4,0.00,1595.49
28508,2025-12-30,5,0.00,1595.49
41289,2023-05-25,3,0.00,810.47
41289,2024-05-25,4,0.00,810.47
41289,2025-05-25,5,0.00,810.47
41289,2026-05-25,6,0.00,810.47
2289,2023-10-31,3,0.00,1197.78
2289,2024-10-31,4,0.00,1197.78
2289,2025-10-31,5,0.00,1197.78
6357,2023-11-01,3,0.00,1229.99
6357,2024-11-01,4,0.00,1229.99
6357,2025-11-01,5,0.00,1229.99
34777,2026-05-22,6,7.23,791.31
29990,2025-04-18,5,0.00,1662.89
29990,2026-04-18,6,0.00,1662.89
15716,2026-03-20,6,0.00,747.35
46229,2026-05-28,6,0.00,1103.23
21825,2026-01-15,6,0.00,1540.03
54924,2024-10-19,4,0.00,1409.39
54924,2025-10-19,5,0.00,1409.39
12914,2025-04-13,5,0.00,1415.10
12914,2026-04-13,6,8.62,1293.12
8316,2025-06-23,5,0.00,970.57
8316,2026-06-23,6,0.00,970.57
24340,2023-03-30,3,0.00,702.45
24340,2024-03-30,4,0.00,702.45
24340,2025-03-30,5,0.00,702.45
24340,2026-03-30,6,0.00,702.45
55507,2026-06-10,6,11.04,574.43
27708,2025-06-25,5,0.00,901.54
27708,2026-06-25,6,0.00,901.54
50979,2022-01-05,2,0.00,874.42
50979,2023-01-05,3,0.00,874.42
50979,2024-01-05,4,0.00,874.42
50979,2025-01-05,5,0.00,874.42
50979,2026-01-05,6,0.00,874.42
32362,2022-02-05,2,0.00,1065.79
32362,2023-02-05,3,0.00,1065.79
32362,2024-02-05,4,0.00,1065.79
32362,2025-02-05,5,0.00,1065.79
32362,2026-02-05,6,9.56,963.90
47149,2024-11-07,4,0.00,732.75
47149,2025-11-07,5,0.00,732.75
45919,2025-05-14,5,0.00,1079.18
45919,2026-05-14,6,0.00,1079.18
16578,2022-11-11,2,0.00,1048.63
16578,2023-11-11,3,0.00,1048.63
16578,2024-11-11,4,0.00,1048.63
16578,2025-11-11,5,0.00,1048.63
17329,2022-11-17,2,0.00,1441.56
17329,2023-11-17,3,0.00,1441.56
17329,2024-11-17,4,0.00,1441.56
17329,2025-11-17,5,0.00,1441.56
1763,2026-01-25,6,0.00,1213.06
40897,2022-01-06,2,0.00,1329.86
40897,2023-01-06,3,0.00,1329.86
40897,2024-01-06,4,0.00,1329.86
40897,2025-01-06,5,0.00,1329.86
40897,2026-01-06,6,0.00,1329.86
12897,2024-06-16,4,0.00,815.23
12897,2025-06-16,5,0.00,815.23
12897,2026-06-16,6,0.00,815.23
47663,2026-01-08,6,0.00,2584.28
34055,2023-03-25,3,0.00,807.92
34055,2024-03-25,4,0.00,807.92
34055,2025-03-25,5,0.00,807.92
34055,2026-03-25,6,0.00,807.92
30336,2024-04-08,4,0.00,1691.79
30336,2025-04-08,5,0.00,1691.79
30336,2026-04-08,6,0.00,1691.79
7431,2025-01-09,5,0.00,1204.12
7431,2026-01-09,6,4.96,1144.40
17725,2023-02-10,3,0.00,532.07
17725,2024-02-10,4,0.00,532.07
17725,2025-02-10,5,15.00,452.26
17725,2026-02-10,6,15.00,452.26
50371,2024-04-08,4,0.00,1096.00
50371,2025-04-08,5,0.00,1096.00
50371,2026-04-08,6,11.15,973.79
15137,2022-06-20,2,0.00,1751.29
15137,2023-06-20,3,0.00,1751.29
15137,2024-06-20,4,0.00,1751.29
15137,2025-06-20,5,0.00,1751.29
15137,2026-06-20,6,9.87,1578.44
9933,2023-05-22,3,0.00,1955.18
9933,2024-05-22,4,0.00,1955.18
9933,2025-05-22,5,0.00,1955.18
9933,2026-05-22,6,0.00,1955.18
34491,2025-03-15,5,0.00,2325.60
34491,2026-03-15,6,0.00,2325.60
16772,2023-05-10,3,0.00,695.25
16772,2024-05-10,4,0.00,695.25
16772,2025-05-10,5,0.00,695.25
16772,2026-05-10,6,0.00,695.25
47181,2022-03-25,2,0.00,919.63
47181,2023-03-25,3,0.00,919.63
47181,2024-03-25,4,0.00,919.63
47181,2025-03-25,5,0.00,919.63
47181,2026-03-25,6,0.00,919.63
3557,2024-12-18,4,0.00,1111.51
3557,2025-12-18,5,0.00,1111.51
19889,2025-02-26,5,0.00,765.50
19889,2026-02-26,6,0.00,765.50
51915,2022-02-03,2,0.00,1950.73
51915,2023-02-03,3,0.00,1950.73
51915,2024-02-03,4,0.00,1950.73
51915,2025-02-03,5,0.00,1950.73
51915,2026-02-03,6,0.00,1950.73
13588,2022-08-26,2,0.00,2632.06
13588,2023-08-26,3,0.00,2632.06
13588,2024-08-26,4,0.00,2632.06
13588,2025-08-26,5,0.00,2632.06
8944,2023-11-03,3,0.00,941.66
8944,2024-11-03,4,0.00,941.66
8944,2025-11-03,5,0.00,941.66
47374,2022-05-30,2,0.00,1735.01
47374,2023-05-30,3,0.00,1735.01
47374,2024-05-30,4,0.00,1735.01
47374,2025-05-30,5,15.00,1474.76
47374,2026-05-30,6,8.73,1583.55
29816,2025-03-01,5,0.00,757.71
29816,2026-03-01,6,0.00,757.71
52756,2025-02-02,5,0.00,805.05
52756,2026-02-02,6,0.00,805.05
312,2025-11-06,5,0.00,2018.71
38700,2022-06-07,2,0.00,1436.83
38700,2023-06-07,3,0.00,1436.83
38700,2024-06-07,4,0.00,1436.83
38700,2025-06-07,5,0.00,1436.83
38700,2026-06-07,6,8.03,1321.45
37342,2025-05-02,5,0.00,1435.47
37342,2026-05-02,6,14.55,1226.61
48395,2023-01-12,3,0.00,742.01
48395,2024-01-12,4,0.00,742.01
48395,2025-01-12,5,0.00,742.01
48395,2026-01-12,6,0.00,742.01
40158,2025-06-27,5,0.00,1984.80
40158,2026-06-27,6,0.00,1984.80
1218,2023-03-05,3,0.00,784.00
1218,2024-03-05,4,0.00,784.00
1218,2025-03-05,5,0.00,784.00
1218,2026-03-05,6,0.00,784.00
52779,2024-03-29,4,0.00,1130.73
52779,2025-03-29,5,0.00,1130.73
52779,2026-03-29,6,0.00,1130.73
23981,2025-04-28,5,0.00,1453.81
23981,2026-04-28,6,0.00,1453.81
52840,2026-06-01,6,0.00,840.74
46382,2025-01-25,5,0.00,1078.98
46382,2026-01-25,6,0.00,1078.98
54946,2022-02-06,2,0.00,1095.61
54946,2023-02-06,3,0.00,1095.61
54946,2024-02-06,4,0.00,1095.61
54946,2025-02-06,5,0.00,1095.61
54946,2026-02-06,6,0.00,1095.61
24756,2022-08-08,2,0.00,3051.21
24756,2023-08-08,3,0.00,3051.21
24756,2024-08-08,4,0.00,3051.21
24756,2025-08-08,5,0.00,3051.21
51041,2025-01-31,5,0.00,1167.09
51041,2026-01-31,6,0.00,1167.09
41683,2023-06-08,3,0.00,1893.72
41683,2024-06-08,4,0.00,1893.72
41683,2025-06-08,5,0.00,1893.72
41683,2026-06-08,6,0.00,1893.72
22069,2026-01-06,6,0.00,949.87
19044,2024-11-26,4,0.00,2127.34
19044,2025-11-26,5,0.00,2127.34
35825,2024-07-31,4,0.00,1418.67
35825,2025-07-31,5,0.00,1418.67
46793,2023-03-04,3,0.00,1549.04
46793,2024-03-04,4,0.00,1549.04
46793,2025-03-04,5,0.00,1549.04
46793,2026-03-04,6,0.00,1549.04
57744,2026-05-17,6,0.00,2159.36
6623,2025-01-25,5,0.00,503.43
6623,2026-01-25,6,0.00,503.43
48655,2024-08-25,4,0.00,1691.02
48655,2025-08-25,5,0.00,1691.02
12817,2025-05-01,5,0.00,1181.43
12817,2026-05-01,6,0.00,1181.43
26836,2026-05-12,6,0.00,1290.10
49809,2022-11-13,2,0.00,633.69
49809,2023-11-13,3,0.00,633.69
49809,2024-11-13,4,0.00,633.69
49809,2025-11-13,5,0.00,633.69
30488,2026-04-28,6,15.00,2326.68
25960,2026-03-29,6,15.00,1252.71
18562,2024-01-22,4,0.00,1289.95
18562,2025-01-22,5,12.28,1131.55
18562,2026-01-22,6,11.25,1144.83
837,2022-02-22,2,0.00,1197.65
837,2023-02-22,3,0.00,1197.65
837,2024-02-22,4,0.00,1197.65
837,2025-02-22,5,0.00,1197.65
837,2026-02-22,6,0.00,1197.65
12486,2026-03-04,6,7.29,509.21
33615,2025-01-30,5,0.00,1947.96
33615,2026-01-30,6,0.00,1947.96
54843,2026-03-22,6,0.00,1711.34
11123,2022-10-28,2,0.00,1060.91
11123,2023-10-28,3,0.00,1060.91
11123,2024-10-28,4,0.00,1060.91
11123,2025-10-28,5,0.00,1060.91
31516,2025-09-22,5,0.00,1139.60
5862,2025-09-15,5,7.08,510.80
21851,2025-03-07,5,0.00,1750.29
21851,2026-03-07,6,0.00,1750.29
57035,2022-03-23,2,0.00,2428.04
57035,2023-03-23,3,0.00,2428.04
57035,2024-03-23,4,0.00,2428.04
57035,2025-03-23,5,0.00,2428.04
57035,2026-03-23,6,0.00,2428.04
6232,2022-03-18,2,0.00,1964.91
6232,2023-03-18,3,0.00,1964.91
6232,2024-03-18,4,0.00,1964.91
6232,2025-03-18,5,0.00,1964.91
6232,2026-03-18,6,0.00,1964.91
58573,2022-04-04,2,0.00,2575.97
58573,2023-04-04,3,0.00,2575.97
58573,2024-04-04,4,0.00,2575.97
58573,2025-04-04,5,0.00,2575.97
58573,2026-04-04,6,8.15,2366.03
42918,2024-06-08,4,0.00,1093.15
42918,2025-06-08,5,0.00,1093.15
42918,2026-06-08,6,0.00,1093.15
7915,2023-02-01,3,0.00,1894.80
7915,2024-02-01,4,0.00,1894.80
7915,2025-02-01,5,0.00,1894.80
7915,2026-02-01,6,0.00,1894.80
6134,2023-02-26,3,0.00,1676.66
6134,2024-02-26,4,0.00,1676.66
6134,2025-02-26,5,0.00,1676.66
6134,2026-02-26,6,0.00,1676.66
7484,2023-08-04,3,0.00,1345.87
7484,2024-08-04,4,0.00,1345.87
7484,2025-08-04,5,0.00,1345.87
14778,2026-03-21,6,0.00,2109.82
14421,2022-08-15,2,0.00,949.94
14421,2023-08-15,3,0.00,949.94
14421,2024-08-15,4,0.00,949.94
14421,2025-08-15,5,0.00,949.94
2039,2022-08-18,2,0.00,1249.90
2039,2023-08-18,3,0.00,1249.90
2039,2024-08-18,4,0.00,1249.90
2039,2025-08-18,5,0.00,1249.90
8950,2022-06-15,2,0.00,1970.46
8950,2023-06-15,3,0.00,1970.46
8950,2024-06-15,4,0.00,1970.46
8950,2025-06-15,5,0.00,1970.46
8950,2026-06-15,6,0.00,1970.46
41993,2024-10-26,4,0.00,568.56
41993,2025-10-26,5,0.00,568.56
8364,2023-02-05,3,0.00,2651.20
8364,2024-02-05,4,0.00,2651.20
8364,2025-02-05,5,0.00,2651.20
8364,2026-02-05,6,0.00,2651.20
43880,2022-02-26,2,0.00,737.28
43880,2023-02-26,3,0.00,737.28
43880,2024-02-26,4,0.00,737.28
43880,2025-02-26,5,0.00,737.28
43880,2026-02-26,6,0.00,737.28
44093,2024-07-27,4,0.00,1633.95
44093,2025-07-27,5,0.00,1633.95
1494,2025-10-12,5,0.00,2588.29
3837,2026-04-22,6,0.00,1055.96
15392,2023-10-05,3,0.00,1631.11
15392,2024-10-05,4,0.00,1631.11
15392,2025-10-05,5,0.00,1631.11
43785,2024-05-28,4,0.00,1479.11
43785,2025-05-28,5,0.00,1479.11
43785,2026-05-28,6,0.00,1479.11
58727,2025-12-05,5,0.00,1516.33
33753,2025-05-27,5,0.00,1174.84
33753,2026-05-27,6,0.00,1174.84
17587,2026-02-03,6,0.00,893.79
54316,2025-03-10,5,0.00,1061.82
54316,2026-03-10,6,0.00,1061.82
3621,2022-09-22,2,0.00,2630.86
3621,2023-09-22,3,0.00,2630.86
3621,2024-09-22,4,0.00,2630.86
3621,2025-09-22,5,0.00,2630.86
43885,2022-08-04,2,0.00,1937.12
43885,2023-08-04,3,0.00,1937.12
43885,2024-08-04,4,0.00,1937.12
43885,2025-08-04,5,0.00,1937.12
9770,2025-07-08,5,0.00,788.44
32307,2023-09-26,3,0.00,909.48
32307,2024-09-26,4,0.00,909.48
32307,2025-09-26,5,15.00,773.06
45323,2025-02-18,5,0.00,812.80
45323,2026-02-18,6,0.00,812.80
16956,2025-03-20,5,0.00,499.35
16956,2026-03-20,6,0.00,499.35
14391,2023-07-19,3,0.00,1473.82
14391,2024-07-19,4,0.00,1473.82
14391,2025-07-19,5,0.00,1473.82
11103,2024-06-11,4,0.00,818.37
11103,2025-06-11,5,0.00,818.37
11103,2026-06-11,6,14.27,701.59
11447,2026-03-18,6,0.00,537.07
7430,2026-06-26,6,10.19,1711.00
53711,2022-04-05,2,0.00,928.82
53711,2023-04-05,3,0.00,928.82
53711,2024-04-05,4,0.00,928.82
53711,2025-04-05,5,0.00,928.82
53711,2026-04-05,6,0.00,928.82
16883,2025-03-06,5,0.00,1244.70
16883,2026-03-06,6,0.00,1244.70
46483,2025-08-06,5,0.00,2180.92
45402,2025-11-17,5,0.00,2342.62
21330,2025-02-02,5,0.00,590.04
21330,2026-02-02,6,15.00,501.53
38098,2025-06-06,5,0.00,2586.09
38098,2026-06-06,6,0.00,2586.09
28137,2024-05-11,4,0.00,769.00
28137,2025-05-11,5,0.00,769.00
28137,2026-05-11,6,12.05,676.34
16189,2026-02-16,6,0.00,1306.84
43516,2022-07-11,2,0.00,793.68
43516,2023-07-11,3,0.00,793.68
43516,2024-07-11,4,0.00,793.68
43516,2025-07-11,5,0.00,793.68
23663,2024-07-09,4,0.00,945.65
23663,2025-07-09,5,7.01,879.36
6317,2025-05-25,5,0.00,1855.42
6317,2026-05-25,6,0.00,1855.42
40761,2022-04-23,2,0.00,657.12
40761,2023-04-23,3,0.00,657.12
40761,2024-04-23,4,0.00,657.12
40761,2025-04-23,5,0.00,657.12
40761,2026-04-23,6,0.00,657.12
22099,2026-01-06,6,0.00,1525.83
17798,2022-01-28,2,0.00,744.51
17798,2023-01-28,3,0.00,744.51
17798,2024-01-28,4,0.00,744.51
17798,2025-01-28,5,0.00,744.51
17798,2026-01-28,6,0.00,744.51
31357,2022-03-04,2,0.00,1134.38
31357,2023-03-04,3,0.00,1134.38
31357,2024-03-04,4,0.00,1134.38
31357,2025-03-04,5,0.00,1134.38
31357,2026-03-04,6,8.45,1038.53
16520,2023-06-17,3,0.00,733.59
16520,2024-06-17,4,0.00,733.59
16520,2025-06-17,5,0.00,733.59
16520,2026-06-17,6,0.00,733.59
9056,2023-09-01,3,0.00,1199.85
9056,2024-09-01,4,0.00,1199.85
9056,2025-09-01,5,3.93,1152.69
13907,2023-05-25,3,0.00,560.01
13907,2024-05-25,4,15.00,476.01
13907,2025-05-25,5,15.00,476.01
13907,2026-05-25,6,11.46,495.83
17664,2022-11-15,2,0.00,2993.12
17664,2023-11-15,3,0.00,2993.12
17664,2024-11-15,4,0.00,2993.12
17664,2025-11-15,5,0.00,2993.12
14776,2025-02-19,5,0.00,799.31
14776,2026-02-19,6,0.00,799.31
34162,2022-09-06,2,0.00,1519.72
34162,2023-09-06,3,0.00,1519.72
34162,2024-09-06,4,0.00,1519.72
34162,2025-09-06,5,0.00,1519.72
38990,2024-03-24,4,0.00,2194.54
38990,2025-03-24,5,0.00,2194.54
38990,2026-03-24,6,0.00,2194.54
57677,2022-09-10,2,0.00,614.48
57677,2023-09-10,3,0.00,614.48
57677,2024-09-10,4,0.00,614.48
57677,2025-09-10,5,0.00,614.48
51176,2023-04-04,3,0.00,2325.11
51176,2024-04-04,4,0.00,2325.11
51176,2025-04-04,5,0.00,2325.11
51176,2026-04-04,6,13.29,2016.10
22390,2024-08-14,4,0.00,1747.56
22390,2025-08-14,5,0.00,1747.56
11061,2024-06-19,4,0.00,1179.21
11061,2025-06-19,5,0.00,1179.21
11061,2026-06-19,6,0.00,1179.21
18279,2024-02-15,4,0.00,971.46
18279,2025-02-15,5,0.00,971.46
18279,2026-02-15,6,11.16,863.05
35041,2026-03-15,6,0.00,689.42
38416,2024-09-08,4,0.00,867.23
38416,2025-09-08,5,0.00,867.23
2811,2026-03-08,6,9.10,924.61
12152,2025-05-30,5,0.00,1658.62
12152,2026-05-30,6,0.00,1658.62
59106,2024-08-12,4,0.00,872.79
59106,2025-08-12,5,0.00,872.79
9730,2025-11-17,5,0.00,713.48
59741,2025-10-30,5,0.00,766.40
34854,2023-04-19,3,0.00,636.89
34854,2024-04-19,4,0.00,636.89
34854,2025-04-19,5,0.00,636.89
34854,2026-04-19,6,0.00,636.89
20895,2025-12-19,5,0.00,1979.35
59981,2025-08-30,5,0.00,1642.51
38744,2022-11-08,2,0.00,954.50
38744,2023-11-08,3,0.00,954.50
38744,2024-11-08,4,0.00,954.50
38744,2025-11-08,5,0.00,954.50
31226,2023-03-17,3,0.00,651.98
31226,2024-03-17,4,0.00,651.98
31226,2025-03-17,5,0.00,651.98
31226,2026-03-17,6,4.28,624.07
34182,2023-03-10,3,0.00,1074.44
34182,2024-03-10,4,0.00,1074.44
34182,2025-03-10,5,0.00,1074.44
34182,2026-03-10,6,7.74,991.27
56145,2023-09-17,3,0.00,788.08
56145,2024-09-17,4,0.00,788.08
56145,2025-09-17,5,0.00,788.08
5338,2025-12-15,5,0.00,1073.62
18730,2022-05-30,2,0.00,1007.79
18730,2023-05-30,3,0.00,1007.79
18730,2024-05-30,4,0.00,1007.79
18730,2025-05-30,5,0.00,1007.79
18730,2026-05-30,6,7.04,936.84
48430,2026-06-05,6,0.00,704.27
24958,2025-04-05,5,0.00,973.56
24958,2026-04-05,6,0.00,973.56
52293,2024-06-07,4,0.00,2510.78
52293,2025-06-07,5,0.00,2510.78
52293,2026-06-07,6,0.00,2510.78
55005,2023-01-21,3,0.00,952.30
55005,2024-01-21,4,0.00,952.30
55005,2025-01-21,5,0.00,952.30
55005,2026-01-21,6,0.00,952.30
19133,2024-12-09,4,0.00,1736.70
19133,2025-12-09,5,0.00,1736.70
48458,2024-05-20,4,0.00,1121.36
48458,2025-05-20,5,0.00,1121.36
48458,2026-05-20,6,12.45,981.75
8694,2025-09-29,5,0.00,1503.15
11985,2025-09-14,5,0.00,639.83
50958,2022-05-07,2,0.00,606.01
50958,2023-05-07,3,0.00,606.01
50958,2024-05-07,4,0.00,606.01
50958,2025-05-07,5,0.00,606.01
50958,2026-05-07,6,0.00,606.01
5335,2023-02-22,3,0.00,800.12
5335,2024-02-22,4,0.00,800.12
5335,2025-02-22,5,0.00,800.12
5335,2026-02-22,6,0.00,800.12
48916,2026-03-16,6,0.00,1164.11
970,2025-07-22,5,7.58,652.13
31210,2026-02-18,6,0.00,1776.86
47629,2024-07-13,4,0.00,1914.89
47629,2025-07-13,5,0.00,1914.89
27568,2025-11-01,5,0.00,1807.10
55986,2024-02-28,4,0.00,1834.82
55986,2025-02-28,5,0.00,1834.82
55986,2026-02-28,6,15.00,1559.59
10743,2024-11-12,4,0.00,1947.60
10743,2025-11-12,5,0.00,1947.60
17277,2024-12-21,4,0.00,2788.91
17277,2025-12-21,5,0.00,2788.91
27732,2023-04-24,3,0.00,518.16
27732,2024-04-24,4,0.00,518.16
27732,2025-04-24,5,0.00,518.16
27732,2026-04-24,6,0.00,518.16
36216,2026-02-06,6,0.00,955.03
12438,2023-10-17,3,0.00,1023.87
12438,2024-10-17,4,0.00,1023.87
12438,2025-10-17,5,0.00,1023.87
4438,2022-02-23,2,0.00,1251.49
4438,2023-02-23,3,0.00,1251.49
4438,2024-02-23,4,0.00,1251.49
4438,2025-02-23,5,7.32,1159.88
4438,2026-02-23,6,12.37,1096.68
27920,2023-05-21,3,0.00,2066.51
27920,2024-05-21,4,0.00,2066.51
27920,2025-05-21,5,0.00,2066.51
27920,2026-05-21,6,0.00,2066.51
49580,2026-02-06,6,0.00,764.13
25744,2023-03-07,3,0.00,2324.88
25744,2024-03-07,4,0.00,2324.88
25744,2025-03-07,5,0.00,2324.88
25744,2026-03-07,6,0.00,2324.88
12902,2025-08-30,5,0.00,1009.21
42398,2025-02-01,5,0.00,906.64
42398,2026-02-01,6,8.50,829.58
8555,2024-01-01,4,0.00,2077.71
8555,2025-01-01,5,0.00,2077.71
8555,2026-01-01,6,0.00,2077.71
15741,2024-04-27,4,0.00,2091.45
15741,2025-04-27,5,0.00,2091.45
15741,2026-04-27,6,0.00,2091.45
23500,2026-03-24,6,0.00,1969.73
48428,2025-09-29,5,0.00,1104.78
6818,2024-09-06,4,0.00,1499.58
6818,2025-09-06,5,0.00,1499.58
16,2024-03-13,4,0.00,2060.39
16,2025-03-13,5,0.00,2060.39
16,2026-03-13,6,0.00,2060.39
17,2023-05-27,3,0.00,1020.59
17,2024-05-27,4,0.00,1020.59
17,2025-05-27,5,0.00,1020.59
17,2026-05-27,6,0.00,1020.59
56609,2023-10-24,3,0.00,814.01
56609,2024-10-24,4,0.00,814.01
56609,2025-10-24,5,0.00,814.01
36030,2025-12-30,5,0.00,1290.77
5531,2025-03-24,5,0.00,1761.88
5531,2026-03-24,6,0.00,1761.88
41521,2026-05-18,6,0.00,1195.62
50927,2026-06-22,6,0.00,2140.31
26487,2025-12-11,5,0.00,1991.31
19799,2025-10-06,5,0.00,766.53
47455,2026-01-27,6,0.00,734.82
7902,2022-04-29,2,0.00,871.19
7902,2023-04-29,3,0.00,871.19
7902,2024-04-29,4,0.00,871.19
7902,2025-04-29,5,0.00,871.19
7902,2026-04-29,6,0.00,871.19
40506,2024-09-16,4,0.00,673.25
40506,2025-09-16,5,0.00,673.25
1431,2025-02-17,5,0.00,1803.73
1431,2026-02-17,6,0.00,1803.73
40587,2023-11-25,3,0.00,1693.32
40587,2024-11-25,4,0.00,1693.32
40587,2025-11-25,5,0.00,1693.32
37069,2025-01-11,5,0.00,1093.67
37069,2026-01-11,6,0.00,1093.67
59800,2024-07-31,4,0.00,998.83
59800,2025-07-31,5,0.00,998.83
34599,2024-01-16,4,0.00,1104.77
34599,2025-01-16,5,0.00,1104.77
34599,2026-01-16,6,0.00,1104.77
45451,2024-11-20,4,0.00,1439.21
45451,2025-11-20,5,0.00,1439.21
6938,2025-02-03,5,0.00,1262.97
6938,2026-02-03,6,0.00,1262.97
36686,2024-04-12,4,0.00,728.98
36686,2025-04-12,5,0.00,728.98
36686,2026-04-12,6,0.00,728.98
7429,2025-05-12,5,0.00,879.39
7429,2026-05-12,6,0.00,879.39
4956,2024-02-21,4,0.00,667.98
4956,2025-02-21,5,0.00,667.98
4956,2026-02-21,6,11.04,594.23
57181,2026-03-17,6,0.00,772.75
18311,2023-08-13,3,0.00,785.38
18311,2024-08-13,4,0.00,785.38
18311,2025-08-13,5,0.00,785.38
44817,2024-04-09,4,0.00,909.87
44817,2025-04-09,5,0.00,909.87
44817,2026-04-09,6,0.00,909.87
28184,2024-01-28,4,0.00,803.26
28184,2025-01-28,5,0.00,803.26
28184,2026-01-28,6,0.00,803.26
44374,2022-01-11,2,0.00,1149.58
44374,2023-01-11,3,0.00,1149.58
44374,2024-01-11,4,0.00,1149.58
44374,2025-01-11,5,0.00,1149.58
44374,2026-01-11,6,0.00,1149.58
55955,2024-09-02,4,0.00,1140.83
55955,2025-09-02,5,0.00,1140.83
28406,2026-02-12,6,0.00,2030.47
23235,2022-02-28,2,0.00,1362.32
23235,2023-02-28,3,0.00,1362.32
23235,2024-02-28,4,0.00,1362.32
23235,2025-02-28,5,0.00,1362.32
23235,2026-02-28,6,0.00,1362.32
26080,2022-12-01,2,0.00,647.65
26080,2023-12-01,3,0.00,647.65
26080,2024-12-01,4,0.00,647.65
26080,2025-12-01,5,0.00,647.65
906,2025-01-20,5,0.00,700.62
906,2026-01-20,6,0.00,700.62
15749,2025-04-30,5,0.00,2094.31
15749,2026-04-30,6,3.92,2012.21
24197,2026-03-08,6,0.00,1836.28
57722,2023-11-02,3,0.00,950.11
57722,2024-11-02,4,0.00,950.11
57722,2025-11-02,5,0.00,950.11
51249,2023-12-24,3,0.00,643.89
51249,2024-12-24,4,0.00,643.89
51249,2025-12-24,5,9.82,580.66
52163,2023-09-15,3,0.00,677.34
52163,2024-09-15,4,0.00,677.34
52163,2025-09-15,5,0.00,677.34
24792,2024-11-24,4,0.00,1231.28
24792,2025-11-24,5,0.00,1231.28
35732,2024-05-28,4,9.31,889.82
35732,2025-05-28,5,9.31,889.82
35732,2026-05-28,6,10.19,881.19
15374,2026-06-05,6,0.00,1062.87
55714,2024-02-07,4,0.00,778.14
55714,2025-02-07,5,0.00,778.14
55714,2026-02-07,6,0.00,778.14
14482,2023-10-13,3,0.00,646.35
14482,2024-10-13,4,0.00,646.35
14482,2025-10-13,5,0.00,646.35
54271,2022-05-01,2,0.00,2771.23
54271,2023-05-01,3,0.00,2771.23
54271,2024-05-01,4,0.00,2771.23
54271,2025-05-01,5,0.00,2771.23
54271,2026-05-01,6,3.00,2688.09
39274,2024-06-18,4,0.00,1462.62
39274,2025-06-18,5,0.00,1462.62
39274,2026-06-18,6,0.00,1462.62
22078,2023-07-13,3,0.00,614.13
